Year,Provider,Quarter,RiskFactor,Regionality,Treatment,Avg_ACR_Other_Providers,Churn
2019,5,1,1.013637295802248,1,0,0.9736666666666668,0
2019,5,2,1.013637295802248,1,0,0.9762592592592594,0
2019,5,3,1.013637295802248,1,0,0.9824444444444445,0
2019,5,4,1.013637295802248,1,0,0.9824444444444445,0
2020,5,1,0.9966027042431996,1,0,1.0407777777777778,0
2020,5,2,0.9966027042431996,1,0,1.0563333333333333,0
2020,5,3,0.9966027042431996,1,0,1.0663333333333334,0
2020,5,4,0.9966027042431996,1,0,1.0663333333333334,0
2021,5,1,0.99,1,1,1.2076666666666667,1
2021,5,2,0.99,1,0,1.2076666666666667,0
2021,5,3,0.99,1,0,1.210888888888889,0
2021,5,4,0.99,1,0,1.230888888888889,0
2022,5,1,0.9821441344481462,1,0,1.2616666666666667,1
2022,5,2,0.9821441344481462,1,0,1.2661111111111112,0
2022,5,3,0.9821441344481462,1,0,1.2524444444444445,0
2022,5,4,0.9821441344481462,1,0,1.2524444444444445,0
2023,5,1,0.97,1,1,1.4266666666666667,0
2023,5,2,0.97,1,0,1.4266666666666667,0
2023,5,3,0.97,1,0,1.4211111111111112,0
2023,5,4,0.97,1,0,1.4208888888888889,0
2024,5,1,0.96,1,0,1.5876666666666666,1
2024,5,2,0.96,1,0,1.592,0
2024,5,3,0.96,1,0,1.7083333333333333,0
2024,5,4,0.96,1,0,1.923888888888889,0
2025,5,1,0.9383369421761234,1,1,2.9511111111111115,1
2016,6,2,1.369873653319534,1,0,0.9481625710592239,0
2016,6,3,1.369873653319534,1,0,0.9514959043925572,0
2016,6,4,1.369873653319534,1,0,0.9514959043925572,1
2017,6,1,1.336587241945729,1,0,1.0087156228535732,1
2017,6,2,1.336587241945729,1,0,1.016493400631351,0
2017,6,3,1.336587241945729,1,0,1.0231600672980177,0
2017,6,4,1.336587241945729,1,0,1.0231600672980177,0
2018,6,1,1.31108847659066,1,0,1.0276686465811267,1
2018,6,2,1.31108847659066,1,0,1.0254464243589045,1
2018,6,3,1.31108847659066,1,0,1.0300019799144602,1
2018,6,4,1.31108847659066,1,0,1.0300019799144602,1
2019,6,1,1.293967561066205,1,0,0.9725555555555556,1
2019,6,2,1.293967561066205,1,0,0.9751481481481482,1
2019,6,3,1.293967561066205,1,0,0.9813333333333333,1
2019,6,4,1.293967561066205,1,0,0.9813333333333333,0
2020,6,1,1.26898359602194,1,0,1.0396666666666665,1
2020,6,2,1.26898359602194,1,0,1.0552222222222223,1
2020,6,3,1.26898359602194,1,0,1.065222222222222,0
2020,6,4,1.26898359602194,1,0,1.065222222222222,1
2021,6,1,1.27,1,1,1.2054444444444443,1
2021,6,2,1.27,1,0,1.2054444444444443,1
2021,6,3,1.27,1,0,1.2086666666666668,1
2021,6,4,1.27,1,0,1.2286666666666666,1
2022,6,1,1.230620465225294,1,1,1.257222222222222,1
2022,6,2,1.230620465225294,1,0,1.2616666666666667,1
2022,6,3,1.230620465225294,1,0,1.248,0
2022,6,4,1.230620465225294,1,0,1.248,0
2023,6,1,1.24,1,1,1.4222222222222223,1
2023,6,2,1.24,1,0,1.4222222222222223,1
2023,6,3,1.24,1,0,1.4166666666666667,1
2023,6,4,1.24,1,0,1.4164444444444444,1
2024,6,1,1.23,1,1,1.5743333333333334,1
2024,6,2,1.23,1,0,1.5786666666666669,1
2024,6,3,1.23,1,0,1.695,1
2024,6,4,1.23,1,0,1.9105555555555558,1
2025,6,1,1.215860851230609,1,1,2.9422222222222225,1
2016,7,2,1.116820794045733,1,0,0.9548292377258907,0
2016,7,3,1.116820794045733,1,0,0.958162571059224,0
2016,7,4,1.116820794045733,1,0,0.958162571059224,0
2017,7,1,1.105734951421119,1,1,1.0120489561869068,0
2017,7,2,1.105734951421119,1,0,1.0198267339646845,0
2017,7,3,1.105734951421119,1,0,1.026493400631351,0
2017,7,4,1.105734951421119,1,0,1.026493400631351,0
2018,7,1,1.092368356244685,1,0,1.03100197991446,0
2018,7,2,1.092368356244685,1,0,1.028779757692238,0
2018,7,3,1.092368356244685,1,0,1.0333353132477936,0
2018,7,4,1.092368356244685,1,0,1.0333353132477936,0
2019,7,1,1.087983700608281,1,0,0.975888888888889,0
2019,7,2,1.087983700608281,1,0,0.9784814814814816,0
2019,7,3,1.087983700608281,1,0,0.9846666666666667,0
2019,7,4,1.087983700608281,1,0,0.9846666666666667,0
2020,7,1,1.073183586159115,1,0,1.0430000000000001,0
2020,7,2,1.073183586159115,1,0,1.0585555555555557,0
2020,7,3,1.073183586159115,1,0,1.0685555555555555,0
2020,7,4,1.073183586159115,1,0,1.0685555555555555,0
2021,7,1,1.07,1,1,1.2087777777777777,1
2021,7,2,1.07,1,0,1.2087777777777777,1
2021,7,3,1.07,1,0,1.212,0
2021,7,4,1.07,1,0,1.232,0
2022,7,1,1.050528103266891,1,0,1.2627777777777778,1
2022,7,2,1.050528103266891,1,0,1.2672222222222222,0
2022,7,3,1.050528103266891,1,0,1.2535555555555555,0
2022,7,4,1.050528103266891,1,0,1.2535555555555555,0
2023,7,1,1.07,1,1,1.4266666666666667,1
2023,7,2,1.07,1,0,1.4266666666666667,1
2023,7,3,1.07,1,0,1.4211111111111112,0
2023,7,4,1.07,1,0,1.4208888888888889,0
2024,7,1,1.07,1,1,1.5843333333333331,1
2024,7,2,1.07,1,0,1.5886666666666664,1
2024,7,3,1.07,1,0,1.7049999999999998,0
2024,7,4,1.07,1,0,1.9205555555555556,0
2025,7,1,1.062356862755748,1,1,2.9466666666666663,1
2016,8,2,1.181832262381888,1,0,0.9459403488370017,0
2016,8,3,1.181832262381888,1,0,0.949273682170335,0
2016,8,4,1.181832262381888,1,0,0.949273682170335,0
2017,8,1,1.174334748608961,1,0,1.0064934006313513,1
2017,8,2,1.174334748608961,1,0,1.014271178409129,0
2017,8,3,1.174334748608961,1,0,1.0209378450757955,0
2017,8,4,1.174334748608961,1,0,1.0209378450757955,0
2018,8,1,1.138997259436982,1,-1,1.0265575354700156,1
2018,8,2,1.138997259436982,1,0,1.0243353132477935,0
2018,8,3,1.138997259436982,1,0,1.0288908688033491,0
2018,8,4,1.138997259436982,1,0,1.0288908688033491,0
2019,8,1,1.140308847901973,1,-1,0.9725555555555556,1
2019,8,2,1.140308847901973,1,0,0.9751481481481482,0
2019,8,3,1.140308847901973,1,0,0.9813333333333333,1
2019,8,4,1.140308847901973,1,0,0.9813333333333333,0
2020,8,1,1.125520928959615,1,0,1.0396666666666665,1
2020,8,2,1.125520928959615,1,0,1.0552222222222223,0
2020,8,3,1.125520928959615,1,0,1.065222222222222,0
2020,8,4,1.125520928959615,1,0,1.065222222222222,0
2021,8,1,1.1,1,0,1.212111111111111,1
2021,8,2,1.1,1,0,1.212111111111111,0
2021,8,3,1.1,1,0,1.2153333333333334,0
2021,8,4,1.1,1,0,1.2353333333333332,0
2022,8,1,1.078531375765454,1,1,1.2616666666666667,1
2022,8,2,1.078531375765454,1,0,1.2661111111111112,0
2022,8,3,1.078531375765454,1,0,1.2524444444444445,0
2022,8,4,1.078531375765454,1,0,1.2524444444444445,0
2023,8,1,1.06,1,1,1.4233333333333333,1
2023,8,2,1.06,1,0,1.4233333333333333,0
2023,8,3,1.06,1,0,1.4177777777777778,0
2023,8,4,1.06,1,0,1.4175555555555555,0
2024,8,1,1.04,1,0,1.5843333333333331,1
2024,8,2,1.04,1,0,1.5886666666666664,0
2024,8,3,1.04,1,0,1.7049999999999998,0
2024,8,4,1.04,1,0,1.9205555555555556,0
2025,8,1,1.011764061932219,1,1,2.9536666666666664,1
2016,9,2,1.014983367519833,1,0,0.9426070155036683,0
2016,9,3,1.014983367519833,1,0,0.9459403488370016,0
2016,9,4,1.014983367519833,1,0,0.9459403488370016,0
2017,9,1,1.015945659473408,1,0,1.0031600672980177,0
2017,9,2,1.015945659473408,1,0,1.0109378450757955,0
2017,9,3,1.015945659473408,1,0,1.0176045117424621,0
2017,9,4,1.015945659473408,1,0,1.0176045117424621,0
2018,9,1,1.012396011092387,1,0,1.0221130910255711,0
2018,9,2,1.012396011092387,1,0,1.019890868803349,1
2018,9,3,1.012396011092387,1,0,1.0244464243589044,0
2018,9,4,1.012396011092387,1,0,1.0244464243589044,0
2019,9,1,1.00517769885435,1,-1,0.9703333333333335,1
2019,9,2,1.00517769885435,1,0,0.9729259259259261,0
2019,9,3,1.00517769885435,1,0,0.9791111111111112,1
2019,9,4,1.00517769885435,1,0,0.9791111111111112,0
2020,9,1,1.026744242350423,1,0,1.0374444444444444,1
2020,9,2,1.026744242350423,1,0,1.0530000000000002,0
2020,9,3,1.026744242350423,1,0,1.063,0
2020,9,4,1.026744242350423,1,0,1.063,0
2021,9,1,1.02,1,0,1.2098888888888888,1
2021,9,2,1.02,1,0,1.2098888888888888,1
2021,9,3,1.02,1,0,1.2131111111111113,0
2021,9,4,1.02,1,0,1.233111111111111,1
2022,9,1,1.01564113683645,1,1,1.2583333333333333,1
2022,9,2,1.01564113683645,1,0,1.2627777777777778,1
2022,9,3,1.01564113683645,1,0,1.249111111111111,0
2022,9,4,1.01564113683645,1,0,1.249111111111111,0
2023,9,1,1.02,1,1,1.4233333333333333,0
2023,9,2,1.02,1,0,1.4233333333333333,1
2023,9,3,1.02,1,0,1.4177777777777778,0
2023,9,4,1.02,1,0,1.4175555555555555,0
2024,9,1,1.02,1,1,1.579888888888889,1
2024,9,2,1.02,1,0,1.5842222222222224,1
2024,9,3,1.02,1,0,1.7005555555555556,0
2024,9,4,1.02,1,0,1.9161111111111113,0
2025,9,1,1.015740094285598,1,1,2.947888888888889,1
2016,10,2,1.399996247670359,1,0,0.9548292377258907,0
2016,10,3,1.399996247670359,1,0,0.958162571059224,0
2016,10,4,1.399996247670359,1,0,0.958162571059224,0
2017,10,1,1.346786970584741,1,0,1.01538228952024,0
2017,10,2,1.346786970584741,1,0,1.023160067298018,0
2017,10,3,1.346786970584741,1,0,1.0298267339646845,0
2017,10,4,1.346786970584741,1,0,1.0298267339646845,0
2018,10,1,1.305519273493653,1,0,1.0343353132477935,0
2018,10,2,1.305519273493653,1,0,1.0321130910255714,0
2018,10,3,1.305519273493653,1,0,1.0366686465811268,0
2018,10,4,1.305519273493653,1,0,1.0366686465811268,0
2019,10,1,1.29458281908549,1,0,0.9792222222222223,0
2019,10,2,1.29458281908549,1,0,0.9818148148148149,0
2019,10,3,1.29458281908549,1,0,0.988,1
2019,10,4,1.29458281908549,1,0,0.988,0
2020,10,1,1.275800093760714,1,-1,1.0496666666666667,1
2020,10,2,1.275800093760714,1,0,1.0652222222222223,0
2020,10,3,1.275800093760714,1,0,1.075222222222222,0
2020,10,4,1.275800093760714,1,0,1.075222222222222,0
2021,10,1,1.25,1,1,1.2154444444444445,0
2021,10,2,1.25,1,0,1.2154444444444445,0
2021,10,3,1.25,1,0,1.2186666666666668,0
2021,10,4,1.25,1,0,1.2386666666666668,0
2022,10,1,1.212180652886651,1,1,1.2672222222222222,1
2022,10,2,1.212180652886651,1,0,1.2716666666666667,1
2022,10,3,1.212180652886651,1,0,1.258,0
2022,10,4,1.212180652886651,1,0,1.258,0
2023,10,1,1.23,1,1,1.4322222222222223,0
2023,10,2,1.23,1,0,1.4322222222222223,1
2023,10,3,1.23,1,0,1.4266666666666667,0
2023,10,4,1.23,1,0,1.4264444444444444,0
2024,10,1,1.22,1,1,1.5898888888888887,1
2024,10,2,1.22,1,0,1.5942222222222222,0
2024,10,3,1.22,1,0,1.7105555555555554,0
2024,10,4,1.22,1,0,1.926111111111111,0
2025,10,1,1.198946761579119,1,1,2.9533333333333336,0
2016,11,2,0.8048808217727136,0,0,0.9503847932814461,0
2016,11,3,0.8048808217727136,0,0,0.9537181266147794,0
2016,11,4,0.8048808217727136,0,0,0.9537181266147794,0
2017,11,1,0.8032538923481337,0,0,1.0109378450757955,0
2017,11,2,0.8032538923481337,0,0,1.0187156228535734,0
2017,11,3,0.8032538923481337,0,0,1.02538228952024,0
2017,11,4,0.8032538923481337,0,0,1.02538228952024,0
2018,11,1,0.8029107357198013,0,0,1.029890868803349,0
2018,11,2,0.8029107357198013,0,0,1.0276686465811269,0
2018,11,3,0.8029107357198013,0,0,1.0322242021366823,0
2018,11,4,0.8029107357198013,0,0,1.0322242021366823,0
2019,11,1,0.8167040940250685,0,0,0.9747777777777779,0
2019,11,2,0.8167040940250685,0,0,0.9773703703703704,0
2019,11,3,0.8167040940250685,0,0,0.9835555555555555,0
2019,11,4,0.8167040940250685,0,0,0.9835555555555555,0
2020,11,1,0.8089053070084944,0,0,1.0418888888888889,0
2020,11,2,0.8089053070084944,0,0,1.0574444444444444,0
2020,11,3,0.8089053070084944,0,0,1.0674444444444444,0
2020,11,4,0.8089053070084944,0,0,1.0674444444444444,0
2021,11,1,0.83,0,1,1.2098888888888888,1
2021,11,2,0.83,0,0,1.2098888888888888,1
2021,11,3,0.83,0,0,1.2131111111111113,0
2021,11,4,0.83,0,0,1.233111111111111,0
2022,11,1,0.8094477376169258,0,0,1.2638888888888888,1
2022,11,2,0.8094477376169258,0,0,1.2683333333333333,0
2022,11,3,0.8094477376169258,0,0,1.2546666666666666,0
2022,11,4,0.8094477376169258,0,0,1.2546666666666666,0
2023,11,1,0.85,0,1,1.4294444444444445,1
2023,11,2,0.85,0,0,1.4294444444444445,0
2023,11,3,0.85,0,0,1.423888888888889,0
2023,11,4,0.85,0,0,1.4236666666666666,0
2024,11,1,0.86,0,-1,1.593222222222222,1
2024,11,2,0.86,0,0,1.5975555555555556,0
2024,11,3,0.86,0,0,1.7138888888888888,0
2024,11,4,0.86,0,0,1.9294444444444445,0
2025,11,1,0.8717571153576876,0,1,2.954444444444445,0
2016,12,2,1.160074243158938,0,0,0.9426070155036683,1
2016,12,3,1.160074243158938,0,0,0.9459403488370016,1
2016,12,4,1.160074243158938,0,0,0.9459403488370016,0
2017,12,1,1.16095781350717,0,0,1.0031600672980177,1
2017,12,2,1.16095781350717,0,0,1.0109378450757955,1
2017,12,3,1.16095781350717,0,0,1.0176045117424621,1
2017,12,4,1.16095781350717,0,0,1.0176045117424621,0
2018,12,1,1.158839613749628,0,0,1.0221130910255711,1
2018,12,2,1.158839613749628,0,0,1.019890868803349,1
2018,12,3,1.158839613749628,0,0,1.0244464243589044,1
2018,12,4,1.158839613749628,0,0,1.0244464243589044,0
2019,12,1,1.163814396734627,0,-1,0.9692222222222223,1
2019,12,2,1.163814396734627,0,0,0.9718148148148149,1
2019,12,3,1.163814396734627,0,0,0.978,1
2019,12,4,1.163814396734627,0,0,0.978,0
2020,12,1,1.150650700034431,0,0,1.0363333333333333,1
2020,12,2,1.150650700034431,0,0,1.0518888888888889,0
2020,12,3,1.150650700034431,0,0,1.0618888888888889,0
2020,12,4,1.150650700034431,0,0,1.0618888888888889,0
2021,12,1,1.16,0,0,1.2087777777777777,0
2021,12,2,1.16,0,0,1.2087777777777777,0
2021,12,3,1.16,0,0,1.212,0
2021,12,4,1.16,0,0,1.232,0
2022,12,1,1.144441582129982,0,0,1.2627777777777778,1
2022,12,2,1.144441582129982,0,0,1.2672222222222222,1
2022,12,3,1.144441582129982,0,0,1.2535555555555555,0
2022,12,4,1.144441582129982,0,0,1.2535555555555555,0
2023,12,1,1.15,0,1,1.4244444444444446,1
2023,12,2,1.15,0,0,1.4244444444444446,1
2023,12,3,1.15,0,0,1.4188888888888889,1
2023,12,4,1.15,0,0,1.4186666666666665,0
2024,12,1,1.14,0,1,1.579888888888889,1
2024,12,2,1.14,0,0,1.5842222222222224,1
2024,12,3,1.14,0,0,1.7005555555555556,1
2024,12,4,1.14,0,1,1.9027777777777777,0
2025,12,1,1.126273424264973,0,0,2.943333333333334,1
2016,13,2,1.044031742647722,0,0,0.9459403488370017,1
2016,13,3,1.044031742647722,0,0,0.949273682170335,1
2016,13,4,1.044031742647722,0,0,0.949273682170335,0
2017,13,1,1.056574539935584,0,0,1.0064934006313513,1
2017,13,2,1.056574539935584,0,0,1.014271178409129,1
2017,13,3,1.056574539935584,0,0,1.0209378450757955,1
2017,13,4,1.056574539935584,0,0,1.0209378450757955,0
2018,13,1,1.062123922282644,0,0,1.0254464243589045,1
2018,13,2,1.062123922282644,0,0,1.0232242021366824,1
2018,13,3,1.062123922282644,0,0,1.027779757692238,1
2018,13,4,1.062123922282644,0,0,1.027779757692238,0
2019,13,1,1.080757426113507,0,0,0.9703333333333335,1
2019,13,2,1.080757426113507,0,0,0.9729259259259261,1
2019,13,3,1.080757426113507,0,0,0.9791111111111112,1
2019,13,4,1.080757426113507,0,0,0.9791111111111112,0
2020,13,1,1.088407754489604,0,0,1.0374444444444444,1
2020,13,2,1.088407754489604,0,0,1.0530000000000002,0
2020,13,3,1.088407754489604,0,0,1.063,1
