Year,Provider,Quarter,Members,ACR,RiskFactor,Regionality,Members_Lag,Rate_Lag,ChurnRate,Treatment,QuarterInt,ACR_next,treatment,CATE_DR,CATE_XL,Quarter_Since_Start
2019,AOK Baden-Württemberg,2,3376890,0.9,0.9720760721838372,Regional,3387841.0,0.9,0.003232442136452,0,2,0.9,0,-0.003414316315335581,-0.0020119937434307667,14
2019,AOK Baden-Württemberg,3,3390278,0.9,0.9720760721838372,Regional,3376890.0,0.9,-0.0039645946418153,0,3,0.9,0,-0.003482966605841133,-0.0017029387959021946,15
2019,AOK Baden-Württemberg,4,3418257,0.9,0.9720760721838372,Regional,3390278.0,0.9,-0.008252715559019,0,4,0.9,0,-0.0004004862664320906,-0.0016770407843680194,16
2020,AOK Baden-Württemberg,1,3424798,0.9,0.96682247031959,Regional,3418257.0,0.9,-0.0019135483376469,0,1,0.9,0,-0.0008002432753453646,-0.0019882668486116946,17
2020,AOK Baden-Württemberg,2,3436444,0.9,0.96682247031959,Regional,3424798.0,0.9,-0.0034004925253985,0,2,0.9,0,-0.0006105633555965427,-0.0017751580331774413,18
2020,AOK Baden-Württemberg,3,3441751,0.9,0.96682247031959,Regional,3436444.0,0.9,-0.001544328963312,0,3,0.9,0,0.000834571688340115,-0.0017316933286628767,19
2020,AOK Baden-Württemberg,4,3453794,0.9,0.96682247031959,Regional,3441751.0,0.9,-0.0034990910150095,0,4,1.1,1,0.006968937882204987,-0.0018521401542643426,20
2021,AOK Baden-Württemberg,1,3450692,1.1,0.95,Regional,3453794.0,0.9,0.0008981427381019,1,1,1.1,0,-0.002671189144812276,-0.0023272512808500214,21
2021,AOK Baden-Württemberg,2,3441942,1.1,0.95,Regional,3450692.0,1.1,0.0025357232694195,0,2,1.1,0,-0.004381842963591513,-0.0027423532661219174,22
2021,AOK Baden-Württemberg,3,3441518,1.1,0.95,Regional,3441942.0,1.1,0.0001231862710063,0,3,1.1,0,-0.002543375527262912,-0.002547059332902701,23
2021,AOK Baden-Württemberg,4,3456275,1.1,0.95,Regional,3441518.0,1.1,-0.0042879334061306,0,4,1.3,1,0.002828597901275603,-0.0021999398804456124,24
2022,AOK Baden-Württemberg,1,3453151,1.3,0.9368486550601546,Regional,3456275.0,1.1,0.0009038632631952,1,1,1.3,0,-0.004822342200554305,-0.002459052657585104,25
2022,AOK Baden-Württemberg,2,3447175,1.3,0.9368486550601546,Regional,3453151.0,1.3,0.001730593304492,0,2,1.3,0,-0.005487120975193671,-0.002043687793993994,26
2022,AOK Baden-Württemberg,3,3474113,1.3,0.9368486550601546,Regional,3447175.0,1.3,-0.0078145147838447,0,3,1.3,0,-0.00258495053610023,-0.001849905449717187,27
2022,AOK Baden-Württemberg,4,3495954,1.3,0.9368486550601546,Regional,3474113.0,1.3,-0.0062867845691835,0,4,1.6,1,-0.007335988365251375,-0.0021980574161467883,28
2023,AOK Baden-Württemberg,1,3510507,1.6,0.93,Regional,3495954.0,1.3,-0.0041628122109158,1,1,1.6,0,-0.005951990965159291,-0.0024527948282185965,29
2023,AOK Baden-Württemberg,2,3502213,1.6,0.93,Regional,3510507.0,1.6,0.0023626216953847,0,2,1.6,0,-0.006764429008884288,-0.003324355627334019,30
2023,AOK Baden-Württemberg,3,3511168,1.6,0.93,Regional,3502213.0,1.6,-0.0025569547026408,0,3,1.6,0,-0.005582460316358335,-0.0029636480563471706,31
2023,AOK Baden-Württemberg,4,3521081,1.6,0.93,Regional,3511168.0,1.6,-0.0028232770405745,0,4,1.6,0,-0.008050710552301698,-0.0027860468206611024,32
2024,AOK Baden-Württemberg,1,3523299,1.6,0.92,Regional,3521081.0,1.6,-0.0006299201864427,0,1,1.6,0,-0.007004825499215414,-0.0026998563425657063,33
2024,AOK Baden-Württemberg,2,3518303,1.6,0.92,Regional,3523299.0,1.6,0.0014179892197625,0,2,1.6,0,0.0021358721962935687,0.0008877824480770873,34
2024,AOK Baden-Württemberg,3,3527235,1.6,0.92,Regional,3518303.0,1.6,-0.0025387239245738,0,3,1.6,0,0.00048131480851450827,0.0014041024445029253,35
2024,AOK Baden-Württemberg,4,3537563,1.6,0.92,Regional,3527235.0,1.6,-0.0029280725554152,0,4,2.6,1,-0.0022560770395587374,-0.0017980025257098144,36
2025,AOK Baden-Württemberg,1,3539685,2.6,0.9060689509330876,Regional,3537563.0,1.6,-0.0005998479744389,1,1,,0,-0.0037247847292487817,-0.002245980769969247,37
2016,AOK Bayern,2,3395941,1.1,1.042804999786472,Regional,3384168.0,1.1,-0.0034788462038527,0,2,1.1,0,-0.004470489274172576,-0.002029824674523753,2
2016,AOK Bayern,3,3423109,1.1,1.042804999786472,Regional,3395941.0,1.1,-0.0080001389894582,0,3,1.1,0,-0.0012815793442034547,-0.001979546427271981,3
2016,AOK Bayern,4,3457661,1.1,1.042804999786472,Regional,3423109.0,1.1,-0.0100937481102705,0,4,1.1,0,-0.0007494563022841763,-0.0013963190181685474,4
2017,AOK Bayern,1,3458155,1.1,1.015120536013137,Regional,3457661.0,1.1,-0.0001428711490224,0,1,1.1,0,0.0008306018744854016,-0.0004621759795116425,5
2017,AOK Bayern,2,3496932,1.1,1.015120536013137,Regional,3458155.0,1.1,-0.0112132047291113,0,2,1.1,0,0.0020068667950574512,-0.0012050595826918291,6
2017,AOK Bayern,3,3520626,1.1,1.015120536013137,Regional,3496932.0,1.1,-0.0067756536300963,0,3,1.1,0,0.0007804213204690755,-0.0019383785366466242,7
2017,AOK Bayern,4,3557147,1.1,1.015120536013137,Regional,3520626.0,1.1,-0.010373439269039,0,4,1.1,0,0.000904793341845528,-0.0015246110884895624,8
2018,AOK Bayern,1,3553723,1.1,0.9918025971217022,Regional,3557147.0,1.1,0.00096256916006,0,1,1.1,0,-0.003367463448089719,-0.001964650653412506,9
2018,AOK Bayern,2,3562991,1.1,0.9918025971217022,Regional,3553723.0,1.1,-0.0026079691636067,0,2,1.1,0,-0.0028095779626363397,-0.002183088375962316,10
2018,AOK Bayern,3,3579747,1.1,0.9918025971217022,Regional,3562991.0,1.1,-0.0047027904364619,0,3,1.1,0,-0.002722058423812514,-0.002158156761477043,11
2018,AOK Bayern,4,3595147,1.1,0.9918025971217022,Regional,3579747.0,1.1,-0.0043019800002625,0,4,1.1,0,-0.001823407668115033,-0.0018693336210346306,12
2019,AOK Bayern,1,3616552,1.1,1.005776664383717,Regional,3595147.0,1.1,-0.0059538594666643,0,1,1.1,0,-0.003940045106887898,-0.0016610354194768289,13
2019,AOK Bayern,2,3603058,1.1,1.005776664383717,Regional,3616552.0,1.1,0.003731178205097,0,2,1.1,0,-0.005443319012811756,-0.0024298822499862196,14
2019,AOK Bayern,3,3571817,1.1,1.005776664383717,Regional,3603058.0,1.1,0.0086706902858627,0,3,1.1,0,-0.007398369511748798,-0.0025542196266165754,15
2019,AOK Bayern,4,3593299,1.1,1.005776664383717,Regional,3571817.0,1.1,-0.006014305884092,0,4,1.1,0,-0.0044781712897316245,-0.0020657458100888943,16
2020,AOK Bayern,1,3580074,1.1,1.001601709318858,Regional,3593299.0,1.1,0.0036804618819641,0,1,1.1,0,-0.006119286698816431,-0.0025719552492677084,17
2020,AOK Bayern,2,3597890,1.1,1.001601709318858,Regional,3580074.0,1.1,-0.0049764334480237,0,2,1.1,0,-0.0041463539951662855,-0.001989830956253699,18
2020,AOK Bayern,3,3589255,1.1,1.001601709318858,Regional,3597890.0,1.1,0.0024000177882036,0,3,1.1,0,-0.00518260369661249,-0.002435013833321239,19
2020,AOK Bayern,4,3601650,1.1,1.001601709318858,Regional,3589255.0,1.1,-0.0034533628844983,0,4,1.1,0,-0.00367719005344795,-0.002420841781699264,20
2021,AOK Bayern,1,3582726,1.1,1.001601709318858,Regional,3601650.0,1.1,0.0052542584648702,0,1,1.1,0,-0.006804247215011484,-0.003095635284332425,21
2021,AOK Bayern,2,3580365,1.1,1.001601709318858,Regional,3582726.0,1.1,0.0006589954129899,0,2,1.1,0,-0.004253121821491411,-0.0026351098710654464,22
2021,AOK Bayern,3,3587292,1.1,1.001601709318858,Regional,3580365.0,1.1,-0.0019347189462526,0,3,1.1,0,-0.0037149101612015734,-0.002240192630518194,23
2021,AOK Bayern,4,3604275,1.1,1.001601709318858,Regional,3587292.0,1.1,-0.0047342117675394,0,4,1.3,1,0.003370398977409556,-0.0019359539664258536,24
2022,AOK Bayern,1,3592146,1.3,1.011747686846629,Regional,3604275.0,1.1,0.0033651705266662,1,1,1.3,0,-0.0057153055840243605,-0.00246548753983752,25
2022,AOK Bayern,2,3583910,1.3,1.011747686846629,Regional,3592146.0,1.3,0.0022927798591705,0,2,1.3,0,-0.006407338672633291,-0.001832884598311975,26
2022,AOK Bayern,3,3615556,1.3,1.011747686846629,Regional,3583910.0,1.3,-0.0088300208431573,0,3,1.3,0,-0.003876837858670787,-0.0028264141247406464,27
2022,AOK Bayern,4,3645272,1.3,1.011747686846629,Regional,3615556.0,1.3,-0.0082189295367019,0,4,1.58,1,-0.016004835034973203,-0.003300597022982369,28
2023,AOK Bayern,1,3641782,1.58,1.001601709318858,Regional,3645272.0,1.3,0.0009574045503325,1,1,1.58,0,-0.009234095962124867,-0.003675778544207701,29
2023,AOK Bayern,2,3639455,1.58,1.001601709318858,Regional,3641782.0,1.58,0.0006389728984326,0,2,1.58,0,-0.006286309415801068,-0.0033355998827083325,30
2023,AOK Bayern,3,3647092,1.58,1.001601709318858,Regional,3639455.0,1.58,-0.0020983911052616,0,3,1.58,0,-0.004923024400032199,-0.0028843345523802415,31
2023,AOK Bayern,4,3660945,1.58,1.001601709318858,Regional,3647092.0,1.58,-0.0037983686729043,0,4,1.58,0,-0.008932503865478815,-0.002596585529146934,32
2024,AOK Bayern,1,3648180,1.58,1.001601709318858,Regional,3660945.0,1.58,0.0034868046365077,0,1,1.58,0,-0.0072110987296724926,-0.0030636076645056253,33
2024,AOK Bayern,2,3639133,1.58,1.001601709318858,Regional,3648180.0,1.58,0.0024798666732452,0,2,1.58,0,-0.0003562504381606736,-2.7426672562103332e-05,34
2024,AOK Bayern,3,3638656,1.58,1.001601709318858,Regional,3639133.0,1.58,0.0001310751764225,0,3,1.58,0,0.002513192304290382,0.0003817646287222719,35
2024,AOK Bayern,4,3646148,1.58,1.001601709318858,Regional,3638656.0,1.58,-0.0020590020051359,0,4,2.69,1,-0.001796175727554905,-0.0017522541457529362,36
2025,AOK Bayern,1,3627408,2.69,0.9897709593613556,Regional,3646148.0,1.58,0.0051396706880795,1,1,,0,-0.00390967849245117,-0.0035280938487434197,37
2016,AOK Bremen/Bremerhaven,2,178754,1.1,1.076461845285246,Regional,177221.0,1.1,-0.0086502163964767,0,2,1.1,0,-0.007335638808030298,-0.002800049254839066,2
2016,AOK Bremen/Bremerhaven,3,179883,1.1,1.076461845285246,Regional,178754.0,1.1,-0.0063159425803058,0,3,1.1,0,-0.001692863214574284,-0.0027767234364199627,3
2016,AOK Bremen/Bremerhaven,4,182327,1.1,1.076461845285246,Regional,179883.0,1.1,-0.0135866090736756,0,4,1.1,0,-0.0017312260937504128,-0.0023993572961629097,4
2017,AOK Bremen/Bremerhaven,1,183684,1.1,1.043855536180048,Regional,182327.0,1.1,-0.0074426716832943,0,1,1.1,0,-0.0024156187872559115,-0.0017002349054044588,5
2017,AOK Bremen/Bremerhaven,2,186278,1.1,1.043855536180048,Regional,183684.0,1.1,-0.0141220792230134,0,2,1.1,0,-0.0007096630748328611,-0.0023311704188787156,6
2017,AOK Bremen/Bremerhaven,3,188350,1.1,1.043855536180048,Regional,186278.0,1.1,-0.0111231600081598,0,3,1.1,0,-0.0006532500189429397,-0.0030647836212276992,7
2017,AOK Bremen/Bremerhaven,4,190074,1.1,1.043855536180048,Regional,188350.0,1.1,-0.0091531722856384,0,4,0.8,0,-0.00016356112448802782,-0.0028088038964117403,8
2018,AOK Bremen/Bremerhaven,1,190815,0.8,0.9989532676171388,Regional,190074.0,1.1,-0.0038984816439912,0,1,0.8,0,-0.003921214030326511,-0.0022953942034849542,9
2018,AOK Bremen/Bremerhaven,2,191891,0.8,0.9989532676171388,Regional,190815.0,0.8,-0.0056389696826769,0,2,0.8,0,-0.0013921805035586271,-0.0006617028750272605,10
2018,AOK Bremen/Bremerhaven,3,193015,0.8,0.9989532676171388,Regional,191891.0,0.8,-0.0058574920136952,0,3,0.8,0,-0.0020943884353445933,-0.0006263579013983873,11
2018,AOK Bremen/Bremerhaven,4,193943,0.8,0.9989532676171388,Regional,193015.0,0.8,-0.0048079164831748,0,4,0.7,0,-0.0019851543313483357,-0.0007125290587552948,12
2019,AOK Bremen/Bremerhaven,1,192874,0.7,0.9917818323311238,Regional,193943.0,0.8,0.0055119287625745,0,1,0.7,0,-0.006871328016779996,-0.0011863460947376357,13
2019,AOK Bremen/Bremerhaven,2,194144,0.7,0.9917818323311238,Regional,192874.0,0.7,-0.0065846096415276,0,2,0.7,0,-0.0016979826025589695,-0.0005958837010044943,14
2019,AOK Bremen/Bremerhaven,3,194649,0.7,0.9917818323311238,Regional,194144.0,0.7,-0.0026011620240646,0,3,0.7,0,-0.0038793713031833564,-0.000935378591413382,15
2019,AOK Bremen/Bremerhaven,4,195829,0.7,0.9917818323311238,Regional,194649.0,0.7,-0.0060621940004829,0,4,0.7,0,0.00015288523210386766,-0.0011263007754599749,16
2020,AOK Bremen/Bremerhaven,1,196381,0.7,0.9740616737524622,Regional,195829.0,0.7,-0.0028187857773874,0,1,0.7,0,-0.0012427751510950978,-0.00025384688214174367,17
2020,AOK Bremen/Bremerhaven,2,197712,0.7,0.9740616737524622,Regional,196381.0,0.7,-0.0067776414215224,0,2,0.7,0,-0.0006171345281742036,0.0006278901059592431,18
2020,AOK Bremen/Bremerhaven,3,198797,0.7,0.9740616737524622,Regional,197712.0,0.7,-0.0054877802055515,0,3,0.7,0,0.0020484847531200287,0.0011756382418264839,19
2020,AOK Bremen/Bremerhaven,4,198975,0.7,0.9740616737524622,Regional,198797.0,0.7,-0.0008953857452577,0,4,1.3,1,0.026428329530298122,0.0012799080719139322,20
2021,AOK Bremen/Bremerhaven,1,199208,1.3,0.94,Regional,198975.0,0.7,-0.0011710013820831,1,1,1.3,0,0.0011258605091239865,0.0001013059815692625,21
2021,AOK Bremen/Bremerhaven,2,198518,1.3,0.94,Regional,199208.0,1.3,0.0034637163166137,0,2,1.3,0,-0.006199917749118944,-0.002885155418376614,22
2021,AOK Bremen/Bremerhaven,3,198772,1.3,0.94,Regional,198518.0,1.3,-0.0012794809538681,0,3,1.3,0,-0.003066828237947785,-0.002555203090903487,23
2021,AOK Bremen/Bremerhaven,4,199929,1.3,0.94,Regional,198772.0,1.3,-0.0058207393395448,0,4,1.6,1,0.00048194323683299,-0.0016724419689394614,24
2022,AOK Bremen/Bremerhaven,1,199145,1.6,0.9253712577441786,Regional,199929.0,1.3,0.0039213920941934,1,1,1.6,0,-0.007415714045486366,-0.0026527371726199193,25
2022,AOK Bremen/Bremerhaven,2,198802,1.6,0.9253712577441786,Regional,199145.0,1.6,0.0017223631022621,0,2,1.6,0,-0.004481440356971779,-0.002850642095477389,26
2022,AOK Bremen/Bremerhaven,3,200144,1.6,0.9253712577441786,Regional,198802.0,1.6,-0.0067504351062866,0,3,1.6,0,-0.0011029212132044877,-0.0028592735656200246,27
2022,AOK Bremen/Bremerhaven,4,203635,1.6,0.9253712577441786,Regional,200144.0,1.6,-0.0174424414421616,0,4,1.6,0,-0.01723537631720231,-0.002388365570809101,28
2023,AOK Bremen/Bremerhaven,1,204615,1.6,0.93,Regional,203635.0,1.6,-0.0048125322267783,0,1,1.6,0,-0.0072438574745654445,-0.0036910657393554405,29
2023,AOK Bremen/Bremerhaven,2,204333,1.6,0.93,Regional,204615.0,1.6,0.0013781980793196,0,2,1.6,0,-0.006285316898679877,-0.004163552116722721,30
2023,AOK Bremen/Bremerhaven,3,205235,1.6,0.93,Regional,204333.0,1.6,-0.0044143628293031,0,3,1.38,0,-0.004600535930523861,-0.004525883362289255,31
2023,AOK Bremen/Bremerhaven,4,205839,1.38,0.93,Regional,205235.0,1.6,-0.00294296781738,0,4,1.38,0,-0.023888033740951345,-0.00473995081055819,32
2024,AOK Bremen/Bremerhaven,1,206551,1.38,0.91,Regional,205839.0,1.38,-0.0034590140838227,0,1,1.38,0,-0.014292903614459998,-0.003010391504739902,33
2024,AOK Bremen/Bremerhaven,2,206413,1.38,0.91,Regional,206551.0,1.38,0.0006681158648469,0,2,1.38,0,0.022101535850258047,0.004355486548100365,34
2024,AOK Bremen/Bremerhaven,3,207042,1.38,0.91,Regional,206413.0,1.38,-0.0030472886882124,0,3,1.38,0,0.009020642027448464,0.0023552614468845988,35
2024,AOK Bremen/Bremerhaven,4,207767,1.38,0.91,Regional,207042.0,1.38,-0.0035017049680741,0,4,2.49,1,-0.0012156579247758013,-0.0016381406902377185,36
2025,AOK Bremen/Bremerhaven,1,207431,2.49,0.90024561192424,Regional,207767.0,1.38,0.0016171961861123,1,1,,0,-0.009903677058070423,-0.004170166226715708,37
2016,AOK Hessen,2,1178193,1.1,1.105691016005847,Regional,1171519.0,1.1,-0.0056968773020326,0,2,1.1,0,-0.004142886575628394,-0.0011183378052718347,2
2016,AOK Hessen,3,1185118,1.1,1.105691016005847,Regional,1178193.0,1.1,-0.0058776448340806,0,3,1.1,0,-0.0006449802780196474,-0.0011095930371299548,3
2016,AOK Hessen,4,1193804,1.1,1.105691016005847,Regional,1185118.0,1.1,-0.0073292279756108,0,4,1.1,0,-0.0001523371286882573,-0.0006480396367722045,4
2017,AOK Hessen,1,1200715,1.1,1.072639149782933,Regional,1193804.0,1.1,-0.0057890575002261,0,1,1.1,0,0.001064158579999912,-0.0001150242707768589,5
2017,AOK Hessen,2,1210682,1.1,1.072639149782933,Regional,1200715.0,1.1,-0.0083008873879313,0,2,1.1,0,0.0008583543710000402,-0.0011427280549192,6
2017,AOK Hessen,3,1218602,1.1,1.072639149782933,Regional,1210682.0,1.1,-0.0065417673674837,0,3,1.1,0,0.0005054804679564619,-0.002023538448062669,7
2017,AOK Hessen,4,1230753,1.1,1.072639149782933,Regional,1218602.0,1.1,-0.0099712621512191,0,4,1.0,0,0.0009389619227211836,-0.001582908923242944,8
2018,AOK Hessen,1,1232724,1.0,1.049678577221993,Regional,1230753.0,1.1,-0.0016014586192355,0,1,1.0,0,-0.002917522729229646,-0.0021120676904680903,9
2018,AOK Hessen,2,1237843,1.0,1.049678577221993,Regional,1232724.0,1.0,-0.0041525921455248,0,2,1.0,0,-0.0022472598343696816,-0.0022658044783825386,10
2018,AOK Hessen,3,1242871,1.0,1.049678577221993,Regional,1237843.0,1.0,-0.0040619044579966,0,3,1.0,0,-0.0022189964882767276,-0.0022948242632806013,11
2018,AOK Hessen,4,1251739,1.0,1.049678577221993,Regional,1242871.0,1.0,-0.0071350928616083,0,4,0.9,0,-0.0013789707784275837,-0.0018982529880433594,12
2019,AOK Hessen,1,1251770,0.9,1.039745835079701,Regional,1251739.0,1.0,-2.476554617216528e-05,0,1,0.9,0,-0.003854820095894385,-0.001536704524204844,13
2019,AOK Hessen,2,1257232,0.9,1.039745835079701,Regional,1251770.0,0.9,-0.0043634213953042,0,2,0.9,0,-0.0032714141563411152,-0.001592601806616573,14
2019,AOK Hessen,3,1256587,0.9,1.039745835079701,Regional,1257232.0,0.9,0.0005130318031994,0,3,0.9,0,-0.004440447986593575,-0.0017695318993765628,15
2019,AOK Hessen,4,1263980,0.9,1.039745835079701,Regional,1256587.0,0.9,-0.0058833968519489,0,4,0.9,0,-0.002413082294949047,-0.0017900866753494521,16
2020,AOK Hessen,1,1262885,0.9,1.017926445759389,Regional,1263980.0,0.9,0.0008663111758097,0,1,0.9,0,-0.004715093693426884,-0.0023148021643465497,17
2020,AOK Hessen,2,1264998,0.9,1.017926445759389,Regional,1262885.0,0.9,-0.001673153137459,0,2,0.9,0,-0.0035323380898621367,-0.0018571515712457608,18
2020,AOK Hessen,3,1266103,0.9,1.017926445759389,Regional,1264998.0,0.9,-0.0008735191676192,0,3,0.9,0,-0.0025936969938190244,-0.002017215147591849,19
2020,AOK Hessen,4,1270348,0.9,1.017926445759389,Regional,1266103.0,0.9,-0.0033528077889397,0,4,1.3,1,0.0019049537139059658,-0.0021597193491314356,20
2021,AOK Hessen,1,1264700,1.3,1.0,Regional,1270348.0,0.9,0.0044460258133991,1,1,1.3,0,-0.004502511912604244,-0.0023206654455841776,21
2021,AOK Hessen,2,1259650,1.3,1.0,Regional,1264700.0,1.3,0.0039930418281015,0,2,1.3,0,-0.000723066157312895,-0.0016965823570490683,22
2021,AOK Hessen,3,1260269,1.3,1.0,Regional,1259650.0,1.3,-0.0004914063430317,0,3,1.3,0,-0.003856304178477065,-0.00044433926839460404,23
2021,AOK Hessen,4,1262679,1.3,1.0,Regional,1260269.0,1.3,-0.0019122901539274,0,4,1.5,1,0.008821936069779176,0.00040366136644624925,24
2022,AOK Hessen,1,1257753,1.5,0.9939692382615496,Regional,1262679.0,1.3,0.0039012290534648,1,1,1.5,0,-0.004420071692395204,-0.0020087933881034374,25
2022,AOK Hessen,2,1255946,1.5,0.9939692382615496,Regional,1257753.0,1.5,0.0014366890796523,0,2,1.5,0,-0.009877636239056065,-0.002107190735689465,26
2022,AOK Hessen,3,1264463,1.5,0.9939692382615496,Regional,1255946.0,1.5,-0.0067813425099486,0,3,1.5,0,-0.008623382244250884,-0.0035114199870862764,27
2022,AOK Hessen,4,1276028,1.5,0.9939692382615496,Regional,1264463.0,1.5,-0.009146175095673,0,4,1.6,1,-0.017786373101174056,-0.003989211868787513,28
2023,AOK Hessen,1,1277479,1.6,0.99,Regional,1276028.0,1.5,-0.0011371223828944,1,1,1.6,0,-0.010653970990512079,-0.004484351652982636,29
2023,AOK Hessen,2,1275005,1.6,0.99,Regional,1277479.0,1.6,0.0019366267468976,0,2,1.6,0,-0.010974969068766056,-0.004634359764515794,30
2023,AOK Hessen,3,1276517,1.6,0.99,Regional,1275005.0,1.6,-0.0011858777024403,0,3,1.6,0,-0.008943316351329519,-0.00421515078567955,31
2023,AOK Hessen,4,1280172,1.6,0.99,Regional,1276517.0,1.6,-0.0028632599487511,0,4,1.6,0,-0.019759202912159386,-0.003923725878359281,32
2024,AOK Hessen,1,1280207,1.6,0.98,Regional,1280172.0,1.6,-2.734007617726368e-05,0,1,1.6,0,-0.008551468159985887,-0.004130648183279283,33
2024,AOK Hessen,2,1278624,1.6,0.98,Regional,1280207.0,1.6,0.0012365187817282,0,2,1.6,0,-0.004054650331665732,-0.0011356378290213573,34
2024,AOK Hessen,3,1280693,1.6,0.98,Regional,1278624.0,1.6,-0.0016181457566884,0,3,1.6,0,-0.0009088970551213065,0.00021380949508171615,35
2024,AOK Hessen,4,1284768,1.6,0.98,Regional,1280693.0,1.6,-0.0031818710651186,0,4,2.49,1,-0.005852639775064009,-0.0022337039527234627,36
2025,AOK Hessen,1,1281555,2.49,0.9736729678126018,Regional,1284768.0,1.6,0.0025008406186953,1,1,,0,-0.005273195188383358,-0.0033933828885333818,37
2016,AOK NORDWEST,2,2070675,1.1,1.040653368789672,Regional,2058879.0,1.1,-0.0057293313497296,0,2,1.1,0,-0.004583977587441368,-0.0016763405282951287,2
2016,AOK NORDWEST,3,2079550,1.1,1.040653368789672,Regional,2070675.0,1.1,-0.0042860419911381,0,3,1.1,0,-0.001303852435707434,-0.0016710098134810703,3
2016,AOK NORDWEST,4,2097663,1.1,1.040653368789672,Regional,2079550.0,1.1,-0.0087100574643552,0,4,1.1,0,-0.0008130165197833302,-0.0009729738464993557,4
2017,AOK NORDWEST,1,2106520,1.1,1.05961276897341,Regional,2097663.0,1.1,-0.0042223178842359,0,1,1.1,0,0.0005439713236395768,-0.0007476728500660824,5
2017,AOK NORDWEST,2,2121584,1.1,1.05961276897341,Regional,2106520.0,1.1,-0.0071511307749273,0,2,1.1,0,0.0011500740228328132,-0.0016499289432345616,6
2017,AOK NORDWEST,3,2134489,1.1,1.05961276897341,Regional,2121584.0,1.1,-0.0060827193266917,0,3,1.1,0,0.00037373174349293836,-0.0026559405642923254,7
2017,AOK NORDWEST,4,2154463,1.1,1.05961276897341,Regional,2134489.0,1.1,-0.0093577432350318,0,4,0.9,0,0.0004176416660563426,-0.0023531103378873234,8
2018,AOK NORDWEST,1,2151377,0.9,1.035094658471105,Regional,2154463.0,1.1,0.001432375492176,0,1,0.9,0,-0.0042810955180110485,-0.0017901652572354955,9
2018,AOK NORDWEST,2,2155738,0.9,1.035094658471105,Regional,2151377.0,0.9,-0.0020270738229515,0,2,0.9,0,-0.0015049846798334742,-0.0021053507774824397,10
2018,AOK NORDWEST,3,2161781,0.9,1.035094658471105,Regional,2155738.0,0.9,-0.0028032163463278,0,3,0.9,0,-0.0021071023799904744,-0.002119288327807006,11
2018,AOK NORDWEST,4,2173437,0.9,1.035094658471105,Regional,2161781.0,0.9,-0.0053918505158478,0,4,0.9,0,-0.0006402943089249127,-0.0017520722935016368,12
2019,AOK NORDWEST,1,2179479,0.9,1.045651431171383,Regional,2173437.0,0.9,-0.0027799287487974,0,1,0.9,0,-0.00448926227375527,-0.0021667648899602564,13
2019,AOK NORDWEST,2,2172523,0.9,1.045651431171383,Regional,2179479.0,0.9,0.0031915884484319,0,2,0.9,0,-0.004677287966975642,-0.002829696025689488,14
